ProsperScore,LoanOriginalAmount,LP_CustomerPrincipalPayments,StatedMonthlyIncome,Completed,ProsperRating (Alpha),LoanStatus
,25000,14498.48,0.0,0,,Defaulted
,1200,128.68,7333.333333,0,,Defaulted
,6500,6500.0,2942.25,1,,Completed
,2500,2500.0,7083.333333,1,,Completed
,1000,1000.0,8583.333333,1,,Completed
,8000,3201.91,2666.666667,0,,Defaulted
2.0,15000,15000.0,10000.0,1,D,Completed
,15000,14999.99,4041.666667,1,,Completed
,5350,5350.01,5833.333333,1,,Completed
3.0,3000,3000.01,3750.0,1,HR,Completed
,3001,3000.59,2166.666667,1,,Completed
2.0,2000,1999.99,7083.333333,1,HR,Completed
,5000,5000.0,5000.0,1,,Completed
2.0,2000,935.86,5350.0,0,E,Defaulted
,4000,4000.0,5416.666667,1,,Completed
,2600,2599.78,4333.333333,1,,Completed
,12500,12500.0,9266.666667,1,,Completed
8.0,14000,14000.0,6601.75,1,AA,Completed
,1250,1250.0,4375.0,1,,Completed
8.0,13000,13000.0,5666.666667,1,,Completed
6.0,5000,5000.0,5416.666667,1,C,Completed
9.0,12000,12000.0,7083.333333,1,A,Completed
,1200,1140.47,3333.333333,1,,Completed
3.0,7500,7499.99,4833.333333,1,E,Completed
,1250,75.08,5833.333333,0,,Defaulted
,2200,2200.0,3551.416667,1,,Completed
,3000,595.12,7333.333333,0,,Defaulted
6.0,7000,7000.0,4166.666667,1,D,Completed
5.0,1000,1000.0,0.0,1,HR,Completed
,7499,7517.22,3916.666667,1,,Completed
,5000,222.74,500.0,0,,Defaulted
8.0,2000,2000.0,4000.0,1,,Completed
8.0,14500,14500.0,11250.0,1,,Completed
4.0,4000,4000.0,9166.666667,1,D,Completed
,3000,3000.0,3333.333333,1,,Completed
,1125,1108.9,5500.0,1,,Completed
,2000,2000.0,2500.0,1,,Completed
,3500,3500.03,3500.0,1,,Completed
8.0,14500,14500.0,7604.166667,1,A,Completed
6.0,6000,6000.0,15000.0,1,E,Completed
,5000,4999.09,1166.666667,1,,Completed
5.0,10000,10000.0,12083.333333,1,D,Completed
,10300,10300.02,5416.666667,1,,Completed
,25000,1283.1,0.0,0,,Defaulted
4.0,4000,4000.0,3125.0,1,HR,Completed
8.0,15000,14999.99,9916.666667,1,,Completed
9.0,1500,1500.0,3166.666667,1,A,Completed
,3000,3000.0,3500.0,1,,Completed
,1200,1200.01,2583.333333,1,,Completed
10.0,2700,2700.24,5125.0,1,AA,Completed
5.0,4000,4000.0,3750.0,1,HR,Completed
4.0,5100,5099.99,3583.333333,1,D,Completed
,1000,999.98,1739.166667,1,,Completed
,1000,1000.0,16583.333333,1,,Completed
,5000,781.14,8333.333333,0,,Defaulted
9.0,2480,2480.01,6065.916667,1,A,Completed
7.0,7500,4134.33,1791.666667,0,,Defaulted
,15000,15000.0,3155.833333,1,,Completed
,4750,4750.0,4583.333333,1,,Completed
,6283,6283.01,5000.0,1,,Completed
,10000,10000.0,8500.0,1,,Completed
,4000,4000.0,8500.0,1,,Completed
7.0,1000,626.64,3814.25,0,D,Defaulted
,4600,4600.0,6000.0,1,,Completed
2.0,2500,2500.0,4300.0,1,HR,Completed
4.0,2750,2750.0,3583.333333,1,HR,Completed
8.0,1100,1100.0,3583.333333,1,D,Completed
,2600,2600.03,7500.0,1,,Completed
5.0,3000,3000.0,3750.0,1,E,Completed
,2000,2000.0,6250.0,1,,Completed
,5000,5000.0,3333.333333,1,,Completed
6.0,3000,3000.0,12500.0,1,E,Completed
,5000,4999.99,2583.333333,1,,Completed
8.0,3500,3500.0,12500.0,1,,Completed
,4980,4980.0,5726.0,1,,Completed
,5200,5216.15,3583.333333,1,,Completed
,6100,6100.0,10000.0,1,,Completed
3.0,15000,15000.0,4500.0,1,C,Completed
8.0,7500,7500.0,6250.0,1,,Completed
6.0,4000,4000.0,4166.666667,1,D,Completed
,3000,3000.0,4500.0,1,,Completed
,6001,6001.0,4083.333333,1,,Completed
,6000,6000.02,4833.333333,1,,Completed
7.0,5000,5000.0,9166.666667,1,C,Completed
8.0,15000,15000.0,18333.333333,1,A,Completed
8.0,3500,3500.0,3583.333333,1,C,Completed
,4600,566.01,3500.0,0,,Defaulted
4.0,4000,4000.0,583.333333,1,HR,Completed
9.0,7000,7000.0,5916.666667,1,,Completed
,7100,460.85,3333.333333,0,,Defaulted
,1000,1000.0,2458.333333,1,,Completed
,4900,4900.0,3721.0,1,,Completed
,12500,12500.0,5200.0,1,,Completed
,3900,3899.97,0.0,1,,Completed
,4000,3999.93,1275.0,1,,Completed
,1600,1600.0,7500.0,1,,Completed
2.0,4000,4000.0,4166.666667,1,E,Completed
,2000,2000.0,583.333333,1,,Completed
,12000,12000.0,7500.0,1,,Completed
,1000,1000.0,4583.333333,1,,Completed
,1000,145.63,1906.666667,0,,Defaulted
9.0,1000,1000.0,3500.0,1,,Completed
4.0,7700,7700.0,4802.25,1,HR,Completed
9.0,5500,5500.0,7291.666667,1,,Completed
4.0,1750,1750.0,3250.0,1,HR,Completed
,10000,10000.0,8750.0,1,,Completed
,1350,119.71,1083.333333,0,,Defaulted
,2700,2700.32,2333.333333,1,,Completed
5.0,5000,5000.0,10000.0,1,E,Completed
,4000,4000.0,7583.333333,1,,Completed
,12000,12000.0,7500.0,1,,Completed
9.0,4500,4500.0,8583.333333,1,,Completed
8.0,7000,7000.0,7083.333333,1,A,Completed
,8000,8000.0,5250.0,1,,Completed
6.0,5000,5000.0,3750.0,1,C,Completed
9.0,5000,4999.47,4166.666667,1,A,Completed
8.0,4000,4000.0,0.0,1,,Completed
4.0,4000,4008.6,3666.666667,1,HR,Completed
7.0,5000,935.49,2000.0,0,D,Defaulted
6.0,7000,7000.0,2854.833333,1,C,Completed
5.0,1000,1000.0,1344.0,1,HR,Completed
8.0,15000,15000.0,8750.0,1,A,Completed
,1000,0.0,2880.0,0,,Defaulted
8.0,2300,2300.0,2666.666667,1,A,Completed
,6001,6001.0,2250.0,1,,Completed
,3000,3000.0,3004.166667,1,,Completed
,1000,1000.0,0.0,1,,Completed
2.0,2000,34.51,2880.0,0,HR,Defaulted
6.0,5500,5500.0,7788.416667,1,,Completed
,7000,7000.0,4916.666667,1,,Completed
,1500,1500.0,4110.0,1,,Completed
9.0,1500,1499.99,3041.666667,1,C,Completed
,3001,3003.36,5250.0,1,,Completed
,3001,3001.0,3666.666667,1,,Completed
6.0,12000,11999.99,5609.333333,1,,Completed
,5300,5300.0,10000.0,1,,Completed
,7000,7015.82,8000.0,1,,Completed
,1500,1500.0,2916.666667,1,,Completed
10.0,2000,1999.99,4256.083333,1,AA,Completed
,2000,2022.94,6750.0,1,,Completed
5.0,2000,2000.0,4075.0,1,D,Completed
5.0,9750,9749.99,4254.583333,1,HR,Completed
,13000,13000.0,3833.333333,1,,Completed
6.0,10627,10627.33,4333.333333,1,D,Completed
5.0,1750,1750.0,2666.666667,1,HR,Completed
,7000,2321.28,2500.0,0,,Defaulted
,1000,1000.0,0.0,1,,Completed
,1200,617.82,2240.0,0,,Defaulted
7.0,10000,10000.0,5341.666667,1,C,Completed
,1000,22.4,1916.666667,0,,Defaulted
9.0,5000,5000.0,8333.333333,1,A,Completed
8.0,1000,999.28,3000.0,1,D,Completed
5.0,5500,5500.0,5160.0,1,C,Completed
5.0,1000,999.99,1250.0,1,HR,Completed
,4500,4500.0,2916.666667,1,,Completed
9.0,2800,2800.0,3333.333333,1,A,Completed
8.0,4000,4000.0,3750.0,1,,Completed
5.0,1100,1100.0,2916.666667,1,HR,Completed
10.0,2000,2000.0,7416.666667,1,AA,Completed
,8000,8000.0,3583.333333,1,,Completed
,4000,4000.0,2100.0,1,,Completed
9.0,1000,1000.0,2671.083333,1,C,Completed
,4000,1845.67,3625.0,0,,Defaulted
9.0,5800,5800.0,3083.333333,1,A,Completed
,10000,8439.87,3166.666667,0,,Defaulted
8.0,6000,6000.0,5416.666667,1,C,Completed
6.0,5000,33.81,1630.75,0,D,Defaulted
,4500,4500.0,0.0,1,,Completed
4.0,3000,3000.0,4436.666667,1,E,Completed
,2000,2000.0,5382.0,1,,Completed
6.0,10000,10000.0,2833.333333,1,,Completed
,9999,9999.0,6833.333333,1,,Completed
,7499,7498.02,4583.333333,1,,Completed
,5000,5000.0,0.0,1,,Completed
,5000,4999.97,6250.0,1,,Completed
,1000,1000.0,3333.333333,1,,Completed
,3000,2999.97,4166.666667,1,,Completed
,1000,1000.02,2166.666667,1,,Completed
,1500,1500.02,3333.333333,1,,Completed
7.0,3000,3000.0,4333.333333,1,D,Completed
,11000,11000.0,3500.0,1,,Completed
,2000,2000.0,3674.75,1,,Completed
7.0,2500,2500.01,2666.666667,1,D,Completed
2.0,10000,10000.0,5250.0,1,C,Completed
,1000,1000.02,5208.333333,1,,Completed
1.0,2000,2000.0,2916.666667,1,HR,Completed
5.0,10000,10000.0,10833.333333,1,,Completed
,5000,70.69,5416.666667,0,,Defaulted
,7000,7000.0,3500.0,1,,Completed
,7000,6999.98,2491.666667,1,,Completed
,15000,15000.0,12500.0,1,,Completed
,2800,2800.0,2075.333333,1,,Completed
,1500,1499.93,4500.0,1,,Completed
,5750,5750.03,2970.833333,1,,Completed
,7500,7499.97,8916.666667,1,,Completed
,5000,4999.99,3666.666667,1,,Completed
6.0,15000,2956.9,3309.333333,0,,Defaulted
,3400,3400.01,2833.333333,1,,Completed
5.0,4000,4000.0,7500.0,1,D,Completed
,4000,4000.0,3518.333333,1,,Completed
9.0,11500,11500.0,3750.0,1,A,Completed
,8000,1452.17,2002.0,0,,Defaulted
2.0,4000,3999.99,5916.666667,1,E,Completed
,3000,3000.04,5208.333333,1,,Completed
,3000,2885.18,7333.333333,1,,Completed
,3000,2999.91,3089.916667,1,,Completed
2.0,5000,5000.0,5833.333333,1,D,Completed
,5329,5329.0,1519.166667,1,,Completed
,9000,9000.03,1666.666667,1,,Completed
,5000,5000.02,1666.666667,1,,Completed
6.0,7500,7500.0,5425.0,1,E,Completed
,4000,4000.0,4333.333333,1,,Completed
,15000,15000.0,5833.333333,1,,Completed
,3000,3000.0,4666.666667,1,,Completed
,13000,12999.97,7250.0,1,,Completed
4.0,2500,2500.0,12666.666667,1,C,Completed
,7500,996.62,3500.0,0,,Defaulted
9.0,12500,12500.0,7166.666667,1,A,Completed
7.0,5500,5500.0,2916.666667,1,C,Completed
,2000,2000.0,833.333333,1,,Completed
,2500,2500.0,5432.333333,1,,Completed
,5000,5000.08,3333.333333,1,,Completed
4.0,4000,4000.0,8583.333333,1,HR,Completed
10.0,10722,10721.64,5000.0,1,AA,Completed
8.0,4000,4000.0,5416.666667,1,,Completed
9.0,3000,3000.0,6944.166667,1,A,Completed
,3500,3500.0,16750.0,1,,Completed
,5000,2849.02,10000.0,0,,Defaulted
,2551,126.03,7500.0,0,,Defaulted
6.0,4000,4000.0,0.0,1,,Completed
,10900,10900.0,416.666667,1,,Completed
,5000,5000.0,3066.666667,1,,Completed
8.0,12800,12800.0,3000.0,1,,Completed
,2000,2000.0,2309.333333,1,,Completed
,10000,10000.0,6000.0,1,,Completed
,9500,9500.0,2666.666667,1,,Completed
9.0,15000,15000.0,6062.5,1,A,Completed
7.0,6000,5999.99,5333.333333,1,D,Completed
8.0,15000,2797.46,3333.333333,0,A,Defaulted
6.0,15000,15000.0,14833.333333,1,D,Completed
1.0,3500,3500.0,5000.0,1,E,Completed
,2000,2005.18,5000.0,1,,Completed
,5000,5000.0,11583.333333,1,,Completed
4.0,4000,4000.0,6833.333333,1,E,Completed
8.0,5000,5000.0,6437.5,1,,Completed
,5400,5400.0,2681.0,1,,Completed
5.0,2500,2500.0,4583.333333,1,HR,Completed
,2500,2500.0,3583.333333,1,,Completed
,3700,3699.98,4833.333333,1,,Completed
5.0,5000,5000.0,3500.0,1,E,Completed
,3000,319.33,2500.0,0,,Defaulted
,18500,2541.98,0.0,0,,Defaulted
9.0,1275,1274.99,5166.666667,1,A,Completed
10.0,1000,1000.0,8333.333333,1,AA,Completed
,1000,1000.0,3241.666667,1,,Completed
,3000,2999.38,6750.0,1,,Completed
3.0,1300,1300.0,1666.666667,1,HR,Completed
,1750,1750.0,2470.0,1,,Completed
,6300,6300.0,3856.0,1,,Completed
,6500,6500.0,6666.666667,1,,Completed
10.0,4000,4000.0,5166.666667,1,AA,Completed
,3000,3000.0,3333.333333,1,,Completed
7.0,10000,9999.99,3833.333333,1,,Completed
,3001,3001.0,3750.0,1,,Completed
3.0,4000,4000.0,3994.583333,1,HR,Completed
7.0,12000,11999.99,16666.666667,1,D,Completed
,5000,5000.0,3978.583333,1,,Completed
,5000,5000.0,2333.333333,1,,Completed
7.0,3000,2999.99,5000.0,1,C,Completed
,4200,4200.0,8000.0,1,,Completed
,12500,12499.91,6473.166667,1,,Completed
,7000,7000.0,3750.0,1,,Completed
,5000,5017.88,5666.666667,1,,Completed
,1200,40.59,2000.0,0,,Defaulted
,1000,1000.0,5916.666667,1,,Completed
,2600,2600.0,1500.0,1,,Completed
,2000,2000.0,750.0,1,,Completed
8.0,7000,7000.0,3750.0,1,A,Completed
,4500,4500.0,1916.666667,1,,Completed
,5000,5000.0,4166.666667,1,,Completed
,7500,7500.01,5416.666667,1,,Completed
,7500,7500.0,4540.0,1,,Completed
,9000,9000.0,8333.333333,1,,Completed
8.0,2500,2500.0,4333.333333,1,C,Completed
10.0,7000,7000.0,5979.0,1,AA,Completed
4.0,4000,3999.99,833.333333,1,HR,Completed
9.0,3000,3000.0,5833.333333,1,A,Completed
,1500,446.82,5000.0,0,,Defaulted
5.0,3000,3000.0,3000.0,1,HR,Completed
,6001,6000.99,7177.416667,1,,Completed
4.0,8000,8000.0,5166.666667,1,D,Completed
7.0,2000,1999.99,3833.333333,1,D,Completed
,6000,6000.0,6597.833333,1,,Completed
8.0,5300,2535.64,3750.0,0,,Defaulted
,6000,6000.02,9750.0,1,,Completed
,1000,762.54,7000.0,0,,Defaulted
,4000,4000.0,6125.0,1,,Completed
2.0,4000,4000.0,0.0,1,HR,Completed
8.0,11000,11000.0,4333.333333,1,,Completed
,3000,347.93,10152.5,0,,Defaulted
,10000,2158.2,6666.666667,0,,Defaulted
,1000,146.22,2000.0,0,,Defaulted
,8000,8000.0,2625.0,1,,Completed
4.0,1500,1500.0,6916.666667,1,HR,Completed
7.0,5000,5000.0,4333.333333,1,C,Completed
,5000,5000.0,1666.666667,1,,Completed
5.0,2500,2500.0,5458.333333,1,HR,Completed
10.0,3500,3500.0,13333.333333,1,AA,Completed
6.0,1500,1500.0,3125.0,1,E,Completed
8.0,10000,10000.0,6166.666667,1,,Completed
5.0,10000,9999.99,5416.666667,1,D,Completed
,7000,293.52,3000.0,0,,Defaulted
,5000,5000.03,4750.0,1,,Completed
,2600,2600.0,3750.0,1,,Completed
,2500,2499.98,3708.333333,1,,Completed
,5000,5000.07,5583.333333,1,,Completed
2.0,4000,3999.99,2916.666667,1,D,Completed
2.0,4000,4000.0,8750.0,1,E,Completed
9.0,5000,5000.0,6666.666667,1,C,Completed
6.0,15000,15000.0,2416.416667,1,C,Completed
1.0,4000,4000.0,10166.666667,1,HR,Completed
10.0,10000,10000.0,11666.666667,1,A,Completed
9.0,9500,9500.0,14166.666667,1,,Completed
,3000,0.0,2083.333333,0,,Defaulted
8.0,7500,7499.98,7000.0,1,D,Completed
,3500,3500.0,8625.0,1,,Completed
,9800,9800.03,3410.166667,1,,Completed
8.0,6000,6000.0,4666.666667,1,A,Completed
6.0,2500,2499.99,4583.333333,1,D,Completed
4.0,12994,12993.74,2946.666667,1,C,Completed
,2000,1999.98,1250.0,1,,Completed
,1800,1800.0,3750.0,1,,Completed
,3000,3000.0,9166.666667,1,,Completed
,1800,325.23,2203.0,0,,Defaulted
7.0,8000,8000.0,8000.0,1,A,Completed
9.0,1500,1500.01,3000.0,1,A,Completed
6.0,7500,7500.0,0.0,1,D,Completed
4.0,15000,15000.0,5970.833333,1,,Completed
5.0,10000,377.02,3500.0,0,D,Defaulted
,5100,5100.0,5282.0,1,,Completed
,4500,4499.97,1833.333333,1,,Completed
,2000,2000.0,5331.166667,1,,Completed
5.0,3000,3000.0,4225.0,1,C,Completed
10.0,15000,14999.73,8333.333333,1,AA,Completed
9.0,10000,10000.0,6666.666667,1,A,Completed
6.0,2000,2000.0,3250.0,1,C,Completed
7.0,3700,3700.0,7000.0,1,D,Completed
,1250,1249.99,14000.0,1,,Completed
,4000,2521.35,4500.0,0,,Defaulted
,7500,7500.0,2000.0,1,,Completed
6.0,2500,2499.99,4666.666667,1,E,Completed
,3000,3000.0,5416.666667,1,,Completed
9.0,5000,4999.99,3416.666667,1,A,Completed
,3000,3000.02,2500.0,1,,Completed
,5500,5499.98,3750.0,1,,Completed
9.0,2500,2516.47,3500.0,1,C,Completed
9.0,5000,5000.0,3000.0,1,A,Completed
4.0,4000,4000.0,2833.333333,1,HR,Completed
,7000,7000.0,14991.666667,1,,Completed
,1000,1000.0,2750.0,1,,Completed
,13000,12999.99,2083.333333,1,,Completed
,3000,264.97,4500.0,0,,Defaulted
2.0,7500,268.22,4850.0,0,E,Defaulted
,2500,2500.0,2916.666667,1,,Completed
,5000,5000.0,8750.0,1,,Completed
6.0,7500,7500.01,5000.0,1,D,Completed
10.0,5000,5000.0,3333.333333,1,AA,Completed
,7500,2274.08,2166.666667,0,,Defaulted
,5500,5500.0,5862.083333,1,,Completed
,2500,2500.0,6250.0,1,,Completed
,7600,7599.99,3039.583333,1,,Completed
5.0,5500,5500.0,5416.666667,1,E,Completed
,7000,6999.99,10833.333333,1,,Completed
,7000,7000.02,3333.333333,1,,Completed
9.0,3000,3000.0,5839.166667,1,A,Completed
7.0,12000,12000.0,3250.0,1,C,Completed
6.0,4000,4000.0,4583.333333,1,,Completed
,7000,7000.0,5166.666667,1,,Completed
3.0,3000,3000.0,2958.333333,1,HR,Completed
,9762,3377.17,5000.666667,0,,Defaulted
7.0,5000,5000.0,10000.0,1,D,Completed
,7500,7500.0,2833.333333,1,,Completed
10.0,2000,2000.0,9533.333333,1,AA,Completed
6.0,15000,15000.0,7750.0,1,D,Completed
,3600,1894.73,2250.0,0,,Defaulted
,5000,4999.98,8083.333333,1,,Completed
7.0,2000,2000.0,2583.333333,1,C,Completed
3.0,15000,15000.0,10083.333333,1,C,Completed
,3500,3500.0,2500.0,1,,Completed
7.0,14000,897.77,0.0,0,C,Defaulted
,1500,1440.52,3416.666667,1,,Completed
,9500,9500.0,3803.75,1,,Completed
,2500,2500.0,4949.25,1,,Completed
6.0,5500,5500.0,6666.666667,1,E,Completed
10.0,5000,5000.0,4333.333333,1,AA,Completed
7.0,10000,10000.0,3250.0,1,A,Completed
4.0,4000,4000.0,2000.0,1,HR,Completed
,25000,3650.64,6666.666667,0,,Defaulted
4.0,6000,6000.0,5000.0,1,D,Completed
,3001,3001.0,5000.0,1,,Completed
,1075,1075.0,3500.0,1,,Completed
4.0,3000,2985.0,15000.0,1,HR,Completed
5.0,4000,4000.0,3000.0,1,HR,Completed
,3200,3199.99,5250.0,1,,Completed
,1400,1400.02,2916.666667,1,,Completed
6.0,6000,807.08,4333.333333,0,D,Defaulted
7.0,3000,3000.01,6329.5,1,E,Completed
,1500,1500.04,1398.0,1,,Completed
,4500,1379.97,2215.083333,0,,Defaulted
,2000,2000.0,3166.666667,1,,Completed
,7500,7516.39,5041.666667,1,,Completed
8.0,3500,3500.0,5225.0,1,D,Completed
,3500,3500.0,3750.0,1,,Completed
,14000,14000.0,3199.333333,1,,Completed
9.0,1600,1600.0,583.333333,1,C,Completed
5.0,2500,2500.0,2333.333333,1,HR,Completed
4.0,7500,7500.0,0.0,1,E,Completed
6.0,5000,5000.0,4950.0,1,D,Completed
4.0,3500,3500.0,3833.333333,1,E,Completed
,1000,1000.02,3000.0,1,,Completed
,2200,2199.99,4000.0,1,,Completed
6.0,10000,9999.59,3166.666667,1,C,Completed
,10000,9999.67,8843.5,1,,Completed
3.0,1500,1499.99,4666.666667,1,HR,Completed
5.0,6500,6500.0,3333.333333,1,D,Completed
,10000,1412.65,4666.666667,0,,Defaulted
,9000,9000.01,7500.0,1,,Completed
,6000,6000.0,2666.666667,1,,Completed
,1000,999.06,4166.666667,1,,Completed
7.0,7000,7000.0,10000.0,1,D,Completed
3.0,2000,2000.0,5833.333333,1,E,Completed
,15000,15000.0,3583.333333,1,,Completed
,2000,1798.31,3131.416667,0,,Defaulted
10.0,6000,6000.0,3750.0,1,AA,Completed
,3800,3800.0,4666.666667,1,,Completed
,15000,1526.3,3050.0,0,,Defaulted
4.0,4000,4000.0,3666.666667,1,HR,Completed
4.0,2000,2000.0,4333.333333,1,C,Completed
,10100,10099.99,2696.0,1,,Completed
,1000,1000.0,3166.666667,1,,Completed
,10000,9999.96,4958.333333,1,,Completed
,1500,1500.0,6666.666667,1,,Completed
6.0,7500,7500.0,15000.0,1,D,Completed
,1515,1514.99,0.0,1,,Completed
9.0,15000,15000.0,2916.666667,1,A,Completed
,2500,2500.0,4666.666667,1,,Completed
2.0,4000,144.92,0.0,0,HR,Defaulted
9.0,15000,15000.0,12500.0,1,A,Completed
,3000,3000.0,2816.25,1,,Completed
,8800,1371.47,1833.333333,0,,Defaulted
,9000,1579.88,7716.083333,0,,Defaulted
,6200,6200.02,2000.0,1,,Completed
8.0,10000,10000.0,6274.583333,1,AA,Completed
8.0,2200,2200.0,4166.666667,1,C,Completed
9.0,5500,5500.0,4166.666667,1,A,Completed
,10000,10000.0,0.0,1,,Completed
,6000,5999.98,2083.333333,1,,Completed
,5500,5500.0,3583.333333,1,,Completed
3.0,10000,10000.0,4958.333333,1,C,Completed
,2500,2500.0,3833.333333,1,,Completed
7.0,2000,2000.01,3333.333333,1,D,Completed
9.0,1000,999.99,833.333333,1,A,Completed
,5000,5000.0,2083.333333,1,,Completed
,1500,120.47,1666.666667,0,,Defaulted
,9000,8999.99,2666.666667,1,,Completed
8.0,3000,3000.0,1583.333333,1,,Completed
5.0,7500,7500.0,2083.333333,1,E,Completed
,3500,3520.87,3000.0,1,,Completed
,1000,260.92,3750.0,0,,Defaulted
,1400,1399.99,4583.333333,1,,Completed
,5000,5000.04,0.0,1,,Completed
,7000,6999.97,3083.333333,1,,Completed
8.0,1100,1100.01,0.0,1,C,Completed
,9382,9382.0,2916.666667,1,,Completed
,10000,2468.92,7083.333333,0,,Defaulted
8.0,3000,3000.0,2650.0,1,D,Completed
,7000,7000.04,2500.0,1,,Completed
9.0,2000,2000.0,6250.0,1,A,Completed
,9890,1002.05,6750.0,0,,Defaulted
7.0,2600,2600.0,2250.0,1,,Completed
,1000,1000.0,2500.0,1,,Completed
7.0,4700,4700.0,2666.666667,1,A,Completed
,3000,66.81,2083.333333,0,,Defaulted
8.0,6843,6843.0,4681.333333,1,A,Completed
,7500,7499.97,4777.0,1,,Completed
,15800,1773.66,4604.166667,0,,Defaulted
10.0,2000,2000.0,4833.333333,1,AA,Completed
,2550,2569.93,5375.0,1,,Completed
,5000,5000.0,9166.666667,1,,Completed
,4500,253.73,899.666667,0,,Defaulted
6.0,3000,3000.0,5000.0,1,D,Completed
,1500,1500.0,2250.0,1,,Completed
,3001,51.84,1083.333333,0,,Defaulted
8.0,2000,2000.0,3333.333333,1,A,Completed
,3800,3800.0,5432.666667,1,,Completed
,1000,1000.0,1166.666667,1,,Completed
7.0,2000,2000.0,2916.666667,1,D,Completed
,2335,2056.38,2750.0,1,,Completed
,5000,5000.0,4583.333333,1,,Completed
,11000,11000.0,7769.75,1,,Completed
5.0,2500,473.19,3166.666667,0,D,Defaulted
7.0,13000,2363.44,7000.0,0,,Defaulted
1.0,3500,3500.0,2583.333333,1,HR,Completed
,10000,1763.83,3750.0,0,,Defaulted
,3001,3001.0,960.0,1,,Completed
,4500,4499.99,7750.0,1,,Completed
,3000,3000.02,6833.333333,1,,Completed
10.0,15000,15000.0,7916.666667,1,AA,Completed
1.0,2000,2000.0,2500.0,1,E,Completed
9.0,3000,2999.99,3416.666667,1,A,Completed
,2950,2950.02,7375.0,1,,Completed
,5500,5500.0,5083.333333,1,,Completed
,3500,437.65,5333.333333,0,,Defaulted
,2700,102.29,2077.0,0,,Defaulted
,2000,2015.63,1625.0,1,,Completed
,3000,2999.99,3333.333333,1,,Completed
,6350,6350.0,4500.0,1,,Completed
5.0,3000,3000.0,3241.666667,1,HR,Completed
,10000,1307.35,5833.333333,0,,Defaulted
,10000,10000.0,3333.333333,1,,Completed
,4000,4000.0,2500.0,1,,Completed
,1250,24.38,1760.0,0,,Defaulted
,3000,2999.96,2200.0,1,,Completed
8.0,2000,2000.0,4166.666667,1,,Completed
,1000,1000.0,1333.333333,1,,Completed
6.0,1000,1000.0,6541.666667,1,E,Completed
10.0,1000,999.99,5533.333333,1,C,Completed
6.0,15000,15000.0,2825.0,1,C,Completed
8.0,4500,4500.0,9500.0,1,A,Completed
8.0,6000,5999.99,6250.0,1,A,Completed
,2500,2045.87,2334.583333,0,,Defaulted
8.0,2000,2000.0,5833.333333,1,C,Completed
6.0,15000,15000.0,1833.333333,1,D,Completed
,2600,2183.08,4250.0,0,,Defaulted
,3800,178.34,1600.0,0,,Defaulted
6.0,5500,5500.01,2627.0,1,D,Completed
,5000,5000.0,2833.333333,1,,Completed
7.0,12000,12000.0,7250.0,1,D,Completed
,1400,1400.0,3333.333333,1,,Completed
3.0,3000,3000.0,9583.333333,1,E,Completed
,3000,3000.0,5407.166667,1,,Completed
6.0,5000,5000.0,6000.0,1,,Completed
,2000,2000.0,10092.333333,1,,Completed
,15000,15000.0,2500.0,1,,Completed
8.0,3500,2925.75,4250.0,0,,Defaulted
,8000,3342.91,361.083333,0,,Defaulted
,2000,1999.98,2500.0,1,,Completed
9.0,2000,2000.0,1916.666667,1,A,Completed
,3000,671.74,6000.0,0,,Defaulted
1.0,5000,5000.0,5000.0,1,E,Completed
9.0,2800,2800.0,2916.666667,1,AA,Completed
9.0,1500,1500.0,10000.0,1,C,Completed
,5000,5000.0,6250.0,1,,Completed
2.0,4000,4000.0,9166.666667,1,E,Completed
,3500,3500.0,6205.0,1,,Completed
7.0,5000,5000.0,3333.333333,1,A,Completed
7.0,10000,10000.0,8166.666667,1,D,Completed
,4000,4000.02,0.0,1,,Completed
9.0,5000,5000.0,10000.0,1,D,Completed
,1000,1000.0,2564.916667,1,,Completed
,3001,3017.97,1000.0,1,,Completed
7.0,4500,4500.0,4166.666667,1,D,Completed
,3000,2999.15,0.083333,1,,Completed
,3000,3005.38,5416.666667,1,,Completed
,1000,1000.0,166.666667,1,,Completed
,5000,5000.0,3466.666667,1,,Completed
,3000,3000.0,3333.333333,1,,Completed
,8000,8000.01,3150.0,1,,Completed
6.0,3000,3000.0,3791.666667,1,,Completed
9.0,4000,4000.0,4333.333333,1,C,Completed
8.0,4000,4000.0,2500.0,1,,Completed
3.0,5000,5000.0,3214.583333,1,D,Completed
,6000,6036.24,10000.0,1,,Completed
,7500,1535.16,2500.0,0,,Defaulted
8.0,5000,5000.0,4000.0,1,,Completed
,6500,0.0,6250.0,0,,Defaulted
,1200,1200.0,3400.0,1,,Completed
,7500,2305.58,2916.666667,0,,Defaulted
4.0,4000,4000.0,6583.333333,1,HR,Completed
8.0,2000,1999.99,2916.666667,1,,Completed
,1000,1000.0,11666.666667,1,,Completed
,2700,2700.0,2916.666667,1,,Completed
,3000,3000.0,1098.0,1,,Completed
7.0,15000,15000.0,2073.083333,1,C,Completed
,3900,3900.0,1700.0,1,,Completed
,4600,4600.0,2333.333333,1,,Completed
9.0,4700,4700.01,7458.333333,1,A,Completed
,7000,7000.0,3160.583333,1,,Completed
,3000,2999.99,3000.0,1,,Completed
,5000,5000.0,2500.0,1,,Completed
2.0,7000,7000.0,8000.0,1,C,Completed
,20000,1720.75,5833.333333,0,,Defaulted
